,Restaurant Name,Ratings,No of Reviews,Review URL,Image URL
102,U.N. Irish Pub,4,422,http://www.tripadvisor.com/Restaurant_Review-g293917-d942127-Reviews-U_N_Irish_Pub-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/08/1c/02/a3/un-irish-pub.jpg
103,Tamarind Garden Italian Cafe & Restaurant,5,85,http://www.tripadvisor.com/Restaurant_Review-g293917-d7364051-Reviews-Tamarind_Garden_Italian_Cafe_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/09/9e/cf/d5/tamarind-garden-cafe.jpg
104,Farm Story House,4.5,87,http://www.tripadvisor.com/Restaurant_Review-g293917-d7290830-Reviews-Farm_Story_House-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/07/83/f9/5c/falafel-pita-with-chicken.jpg
105,Kalapela,4.5,264,http://www.tripadvisor.com/Restaurant_Review-g293917-d4732234-Reviews-Kalapela-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/05/64/c7/9b/getlstd-property-photo.jpg
106,Girasole by La Gondola,4,446,http://www.tripadvisor.com/Restaurant_Review-g293917-d1080621-Reviews-Girasole_by_La_Gondola-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0f/aa/20/1a/girasole-by-la-gondola.jpg
107,Into The Woods,4.5,154,http://www.tripadvisor.com/Restaurant_Review-g293917-d4985904-Reviews-Into_The_Woods-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0b/d9/eb/b4/photo2jpg.jpg
108,SS1254372 Cafe,4.5,54,http://www.tripadvisor.com/Restaurant_Review-g293917-d8647406-Reviews-SS1254372_Cafe-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0c/ab/10/60/ss1254372-cafe.jpg
109,Krua Dabb Lob,4.5,82,http://www.tripadvisor.com/Restaurant_Review-g293917-d7626188-Reviews-Krua_Dabb_Lob-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0b/15/5c/67/chicken-large-fried-noodle.jpg
110,La Fontana,4,266,http://www.tripadvisor.com/Restaurant_Review-g293917-d1809137-Reviews-La_Fontana-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/46/b0/60/pizzeria-la-fontana.jpg
111,92 Rachadamneon,4.5,160,http://www.tripadvisor.com/Restaurant_Review-g293917-d4455548-Reviews-92_Rachadamneon-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0f/83/cc/3b/photo1jpg.jpg
112,We's Restaurant,4.5,309,http://www.tripadvisor.com/Restaurant_Review-g293917-d2100916-Reviews-We_s_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/01/e1/70/b2/we-s-restaurant.jpg
113,Piccola Roma Palace,4.5,724,http://www.tripadvisor.com/Restaurant_Review-g293917-d2093562-Reviews-Piccola_Roma_Palace-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/02/bd/30/61/piccola-roma-palace.jpg
114,Sushi umai,4.5,112,http://www.tripadvisor.com/Restaurant_Review-g293917-d6017663-Reviews-Sushi_umai-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/dc/a5/11/photo3jpg.jpg
115,Billy Restaurant,4.5,213,http://www.tripadvisor.com/Restaurant_Review-g293917-d2037565-Reviews-Billy_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0a/d1/c5/53/img-20160406-182747-largejpg.jpg
116,Khao Kha Moo Chang Phueak,4.5,110,http://www.tripadvisor.com/Restaurant_Review-g293917-d9457834-Reviews-Khao_Kha_Moo_Chang_Phueak-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/8b/0b/7d/excellent-value-pulled.jpg
117,Amazing alleyway at Chiang Mai,5,43,http://www.tripadvisor.com/Restaurant_Review-g293917-d10440806-Reviews-Amazing_alleyway_at_Chiang_Mai-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0b/ff/aa/fe/caption.jpg
118,Imm Aim Vegetarian & Bike Cafe',4.5,208,http://www.tripadvisor.com/Restaurant_Review-g293917-d3731339-Reviews-Imm_Aim_Vegetarian_Bike_Cafe-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/03/6f/18/ba/imm-aim-vegetarian-cafe.jpg
119,Da Antonio,4,264,http://www.tripadvisor.com/Restaurant_Review-g293917-d1882838-Reviews-Da_Antonio-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/01/b4/8d/69/biscotti.jpg
120,Gulf Restaurant,4.5,91,http://www.tripadvisor.com/Restaurant_Review-g293917-d3734242-Reviews-Gulf_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/c2/9a/3a/red-snapper-grilled.jpg
121,Casa Restaurant and Guesthouse,4.5,187,http://www.tripadvisor.com/Restaurant_Review-g293917-d3832091-Reviews-Casa_Restaurant_and_Guesthouse-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/11/4b/8c/2e/casa-by-night.jpg
122,Freshtime,5,23,http://www.tripadvisor.com/Restaurant_Review-g293917-d12698819-Reviews-Freshtime-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/10/06/cf/35/getlstd-property-photo.jpg
123,Bodhi Tree Cafe,4.5,107,http://www.tripadvisor.com/Restaurant_Review-g293917-d8132681-Reviews-Bodhi_Tree_Cafe-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/08/26/b2/38/pure-vegan-joy.jpg
124,Bamboo Restaurant,4,323,http://www.tripadvisor.com/Restaurant_Review-g293917-d7391047-Reviews-Bamboo_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/07/3c/c9/03/papaya-salad.jpg
125,Local Cafe,4.5,122,http://www.tripadvisor.com/Restaurant_Review-g293917-d7242349-Reviews-Local_Cafe-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/a0/2d/84/watermelon-cake.jpg
126,Mixology Chiangmai Burger,4.5,158,http://www.tripadvisor.com/Restaurant_Review-g293917-d4891251-Reviews-Mixology_Chiangmai_Burger-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/04/8f/7f/d4/mixology.jpg
127,Juicy 4U,4.5,261,http://www.tripadvisor.com/Restaurant_Review-g293917-d1129853-Reviews-Juicy_4U-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/03/04/95/7d/sandwich.jpg
128,Oxygen Dining room,5,23,http://www.tripadvisor.com/Restaurant_Review-g293917-d13162365-Reviews-Oxygen_Dining_room-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/11/55/d8/d0/oxygen-dining-room.jpg
129,D Bistro,4.5,86,http://www.tripadvisor.com/Restaurant_Review-g293917-d8800604-Reviews-D_Bistro-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/09/98/0d/e2/d-bistro.jpg
130,2Getherbar & Restaurant,4.5,107,http://www.tripadvisor.com/Restaurant_Review-g293917-d7202274-Reviews-2Getherbar_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/06/db/9f/66/2getherbar-restaurant.jpg
131,The Wall Cafe,5,26,http://www.tripadvisor.com/Restaurant_Review-g293917-d12852951-Reviews-The_Wall_Cafe-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/11/73/8f/4f/the-wall-club-sandwich.jpg
132,Burgers and Spring Rolls,4.5,95,http://www.tripadvisor.com/Restaurant_Review-g293917-d7986278-Reviews-Burgers_and_Spring_Rolls-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0c/48/d6/1e/photo0jpg.jpg
133,Le Crystal Restaurant,4.5,94,http://www.tripadvisor.com/Restaurant_Review-g293917-d1083870-Reviews-Le_Crystal_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0f/f0/8d/be/le-crystal-restaurant.jpg
134,The Flying Pig,4.5,33,http://www.tripadvisor.com/Restaurant_Review-g293917-d12676630-Reviews-The_Flying_Pig-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/10/37/de/82/churrasco-pork-ribs.jpg
135,The Rachamankha,4.5,211,http://www.tripadvisor.com/Restaurant_Review-g293917-d1027273-Reviews-The_Rachamankha-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/02/58/7a/f3/outdoor-dining.jpg
136,Pirates Cove,4.5,58,http://www.tripadvisor.com/Restaurant_Review-g293917-d5888860-Reviews-Pirates_Cove-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/05/9b/e8/c7/a-pirates-burger.jpg
137,La Petite Chiangmai,4.5,202,http://www.tripadvisor.com/Restaurant_Review-g293917-d5601776-Reviews-La_Petite_Chiangmai-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/06/73/ae/11/la-petite-chiangmai.jpg
138,Food4Thought,4.5,220,http://www.tripadvisor.com/Restaurant_Review-g293917-d4101769-Reviews-Food4Thought-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/1f/8d/78/avocado-fries.jpg
139,Allegro,4.5,39,http://www.tripadvisor.com/Restaurant_Review-g293917-d11878028-Reviews-Allegro-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/0d/08/22/italian-cuisine.jpg
140,Cafe de Nimman,4.5,191,http://www.tripadvisor.com/Restaurant_Review-g293917-d1129392-Reviews-Cafe_de_Nimman-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/61/f9/5d/photo2jpg.jpg
141,Huan Soontaree Vechanont,4.5,130,http://www.tripadvisor.com/Restaurant_Review-g293917-d1085081-Reviews-Huan_Soontaree_Vechanont-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0c/39/29/1e/best-vegetarian-option.jpg
142,Rider's Corner Bar & Restaurant,4.5,150,http://www.tripadvisor.com/Restaurant_Review-g293917-d2216450-Reviews-Rider_s_Corner_Bar_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/06/fc/06/5d/rider-s-corner-bar-restaurant.jpg
143,Khao Soi Islam,4,111,http://www.tripadvisor.com/Restaurant_Review-g293917-d3737799-Reviews-Khao_Soi_Islam-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/b8/c3/a8/img-20170319-142549-102.jpg
144,Wild Boar Bar and Restaurant,4.5,145,http://www.tripadvisor.com/Restaurant_Review-g293917-d4584301-Reviews-Wild_Boar_Bar_and_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/04/98/0f/bb/wild-boar-bar-and-restaurant.jpg
145,Kalare Night Bazaar,4,356,http://www.tripadvisor.com/Restaurant_Review-g293917-d1893437-Reviews-Kalare_Night_Bazaar-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/02/3e/14/4d/external-view-from-the.jpg
146,Pun Pun Vegetarian Restaurant,4.5,171,http://www.tripadvisor.com/Restaurant_Review-g293917-d3336976-Reviews-Pun_Pun_Vegetarian_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/02/c2/2d/28/pun-pun-vegetarian-restaurant.jpg
147,Maximato Thai Fusion Cuisines,4.5,50,http://www.tripadvisor.com/Restaurant_Review-g293917-d3741233-Reviews-Maximato_Thai_Fusion_Cuisines-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/03/95/6d/ed/maximato-restaurant-and.jpg
148,Cat Shack Restaurant,4.5,56,http://www.tripadvisor.com/Restaurant_Review-g293917-d11847663-Reviews-Cat_Shack_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/bb/22/94/shakshuka-middle-eastern.jpg
149,Elysa restaurant,4.5,92,http://www.tripadvisor.com/Restaurant_Review-g293917-d3135946-Reviews-Elysa_restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0a/27/66/5e/this-burger-was-beyond.jpg
150,Sailomjoy,4.5,185,http://www.tripadvisor.com/Restaurant_Review-g293917-d2053379-Reviews-Sailomjoy-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/02/64/64/0b/khaow-soi.jpg
151,The Good View Bar & Restaurant Chiang Mai,3.5,860,http://www.tripadvisor.com/Restaurant_Review-g293917-d2696471-Reviews-The_Good_View_Bar_Restaurant_Chiang_Mai-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/08/5e/45/fc/the-good-view-bar-restaurant.jpg
152,Birds Nest Cafe,4,256,http://www.tripadvisor.com/Restaurant_Review-g293917-d3607502-Reviews-Birds_Nest_Cafe-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/03/64/66/af/birds-nest-cafe.jpg
153,Oh Kajhu,4.5,44,http://www.tripadvisor.com/Restaurant_Review-g293917-d8564135-Reviews-Oh_Kajhu-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/09/9d/74/8b/oh-kajhu.jpg
154,Giorgio Italian Resturant,4,277,http://www.tripadvisor.com/Restaurant_Review-g293917-d938881-Reviews-Giorgio_Italian_Resturant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/02/27/0f/02/healthy.jpg
155,Happy Green,4.5,55,http://www.tripadvisor.com/Restaurant_Review-g293917-d6855804-Reviews-Happy_Green-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0c/f1/7f/3c/photo0jpg.jpg
156,On The Ping Riverfront Eatery and Bar,4.5,29,http://www.tripadvisor.com/Restaurant_Review-g293917-d12097583-Reviews-On_The_Ping_Riverfront_Eatery_and_Bar-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/5e/2e/b6/on-the-ping-riverfront.jpg
157,China Kitchen,4.5,127,http://www.tripadvisor.com/Restaurant_Review-g293917-d8358640-Reviews-China_Kitchen-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/08/2e/9b/83/china-kitchen.jpg
158,The Vorra Bistro,5,34,http://www.tripadvisor.com/Restaurant_Review-g293917-d10430273-Reviews-The_Vorra_Bistro-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0b/b7/62/dc/indoor-restuarant.jpg
159,Terraces,4.5,93,http://www.tripadvisor.com/Restaurant_Review-g293917-d1204131-Reviews-Terraces-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/07/f2/89/05/terraces-four-seasons.jpg
160,O.N Suki & Steak,5,30,http://www.tripadvisor.com/Restaurant_Review-g293917-d8425515-Reviews-O_N_Suki_Steak-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/0a/28/11/62/on-suki-steak.jpg
161,The Red Lion,4,455,http://www.tripadvisor.com/Restaurant_Review-g293917-d1550064-Reviews-The_Red_Lion-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/10/c8/25/81/the-incredible-staff.jpg
162,B Samcook Home 16,5,23,http://www.tripadvisor.com/Restaurant_Review-g293917-d11831876-Reviews-B_Samcook_Home_16-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/de/ab/bc/b-family-home-16.jpg
163,Croco Pizza,4.5,122,http://www.tripadvisor.com/Restaurant_Review-g293917-d8282627-Reviews-Croco_Pizza-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-o/08/0f/46/27/getlstd-property-photo.jpg
164,Funky Dog Cafe,4.5,156,http://www.tripadvisor.com/Restaurant_Review-g293917-d1898715-Reviews-Funky_Dog_Cafe-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0f/7f/10/de/photo1jpg.jpg
165,Le Spice,4,244,http://www.tripadvisor.com/Restaurant_Review-g293917-d1478686-Reviews-Le_Spice-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/1f/ae/6c/photo0jpg.jpg
166,Kao Soy Nimman,4,94,http://www.tripadvisor.com/Restaurant_Review-g293917-d3741277-Reviews-Kao_Soy_Nimman-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/61/fa/c6/photo1jpg.jpg
167,TULOU Restaurant,4.5,38,http://www.tripadvisor.com/Restaurant_Review-g293917-d11810273-Reviews-TULOU_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0d/b5/89/a9/front-of-the-building.jpg
168,Morning Glory Cafe,4.5,110,http://www.tripadvisor.com/Restaurant_Review-g293917-d3395864-Reviews-Morning_Glory_Cafe-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/03/84/31/92/morning-glory-cafe.jpg
169,Ab'Petite Cafe,4.5,64,http://www.tripadvisor.com/Restaurant_Review-g293917-d7720140-Reviews-Ab_Petite_Cafe-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/08/80/37/70/delicious-delights.jpg
170,Nine's Kitchen,4.5,55,http://www.tripadvisor.com/Restaurant_Review-g293917-d7811614-Reviews-Nine_s_Kitchen-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0f/81/5b/9f/photo0jpg.jpg
171,Bus Bar,4.5,72,http://www.tripadvisor.com/Restaurant_Review-g293917-d7702643-Reviews-Bus_Bar-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/07/57/6a/dd/valentine-s-day-regalia.jpg
172,The Canteen,5,25,http://www.tripadvisor.com/Restaurant_Review-g293917-d11893193-Reviews-The_Canteen-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/25/99/09/photo0jpg.jpg
173,Downunder Pub,4,118,http://www.tripadvisor.com/Restaurant_Review-g293917-d3350549-Reviews-Downunder_Pub-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/d3/20/9f/roof-top-sign.jpg
174,Wishing Tree,5,25,http://www.tripadvisor.com/Restaurant_Review-g293917-d11867322-Reviews-Wishing_Tree-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/09/24/00/photo0jpg.jpg
175,Meena Rice Based Cuisine,4.5,44,http://www.tripadvisor.com/Restaurant_Review-g293917-d8523092-Reviews-Meena_Rice_Based_Cuisine-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/08/a6/5b/fd/5.jpg
176,Jarid Thai Food | Fine Wines,4.5,78,http://www.tripadvisor.com/Restaurant_Review-g293917-d9593331-Reviews-Jarid_Thai_Food_Fine_Wines-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/b4/0c/6d/photo0jpg.jpg
177,Bistro Terrace,4.5,30,http://www.tripadvisor.com/Restaurant_Review-g293917-d10457873-Reviews-Bistro_Terrace-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/a9/0d/2e/photo0jpg.jpg
178,Sipolle Italian Food,4.5,52,http://www.tripadvisor.com/Restaurant_Review-g293917-d9454558-Reviews-Sipolle_Italian_Food-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/0a/0c/20/58/spaghetti-canadian-lobster.jpg
179,At Khualek,4,101,http://www.tripadvisor.com/Restaurant_Review-g293917-d7690491-Reviews-At_Khualek-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/07/79/60/dd/at-khualek.jpg
180,The Mexican Grill,4.5,126,http://www.tripadvisor.com/Restaurant_Review-g293917-d3812472-Reviews-The_Mexican_Grill-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/03/8d/d4/2f/sizzling-fahitas.jpg
181,Zoe Yellow doner kebap,4.5,35,http://www.tripadvisor.com/Restaurant_Review-g293917-d4491355-Reviews-Zoe_Yellow_doner_kebap-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/9e/8e/be/photo2jpg.jpg
182,Galae Restauant,4,195,http://www.tripadvisor.com/Restaurant_Review-g293917-d3582740-Reviews-Galae_Restauant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/f9/76/20/caption.jpg
183,Spoon de Best,4.5,225,http://www.tripadvisor.com/Restaurant_Review-g293917-d3453102-Reviews-Spoon_de_Best-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/02/fb/35/76/spoon-de-best.jpg
184,Passionate Chiang Mai,4.5,58,http://www.tripadvisor.com/Restaurant_Review-g293917-d7937517-Reviews-Passionate_Chiang_Mai-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/0d/61/28/new-logo-passionate-chiang.jpg
185,Hong Tauw Inn,4,174,http://www.tripadvisor.com/Restaurant_Review-g293917-d1129451-Reviews-Hong_Tauw_Inn-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/01/18/bf/7b/caption.jpg
186,K's Kitchen,4.5,37,http://www.tripadvisor.com/Restaurant_Review-g293917-d10821241-Reviews-K_s_Kitchen-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0c/ed/6f/54/k-s-kitchen.jpg
187,Auf der Au Garden,5,19,http://www.tripadvisor.com/Restaurant_Review-g293917-d12652340-Reviews-Auf_der_Au_Garden-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0f/e7/ea/21/cold-cuts-and-salads.jpg
188,The Falafelist,5,19,http://www.tripadvisor.com/Restaurant_Review-g293917-d12729911-Reviews-The_Falafelist-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/10/23/81/f3/getlstd-property-photo.jpg
189,The Duke's - MAYA,4,103,http://www.tripadvisor.com/Restaurant_Review-g293917-d9609339-Reviews-The_Duke_s_MAYA-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0a/13/a9/71/the-duke-s-maya.jpg
190,L'elephant,4.5,61,http://www.tripadvisor.com/Restaurant_Review-g293917-d7352545-Reviews-L_elephant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/07/0d/2f/75/getlstd-property-photo.jpg
191,Fat Elvis,4,96,http://www.tripadvisor.com/Restaurant_Review-g293917-d4325079-Reviews-Fat_Elvis-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/0a/1b/c6/pork-chop.jpg
192,Jok Sompet,4,238,http://www.tripadvisor.com/Restaurant_Review-g293917-d3846973-Reviews-Jok_Sompet-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/04/49/cc/27/aroi.jpg
193,Huen Phen,3.5,977,http://www.tripadvisor.com/Restaurant_Review-g293917-d1210654-Reviews-Huen_Phen-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/01/74/ec/4e/dinner-inside.jpg
194,Samsen Villa Chiang Mai,4,107,http://www.tripadvisor.com/Restaurant_Review-g293917-d1730572-Reviews-Samsen_Villa_Chiang_Mai-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0b/07/9b/4b/traditional-thai-cuisine.jpg
195,May Kaidee Restaurant,4.5,62,http://www.tripadvisor.com/Restaurant_Review-g293917-d8074771-Reviews-May_Kaidee_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/09/e0/e4/f3/20151224-170750-largejpg.jpg
196,Saenkham Terrace,4.5,58,http://www.tripadvisor.com/Restaurant_Review-g293917-d2732626-Reviews-Saenkham_Terrace-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/03/a3/a2/63/getlstd-property-photo.jpg
197,Blue Shop,4.5,66,http://www.tripadvisor.com/Restaurant_Review-g293917-d5818582-Reviews-Blue_Shop-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/eb/89/1f/beef-stew-noodle-soup.jpg
198,Mild ChiangMai,4.5,120,http://www.tripadvisor.com/Restaurant_Review-g293917-d4795369-Reviews-Mild_ChiangMai-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/04/7b/de/48/mild-chiangmai.jpg
199,Arcobaleno Italian Restaurant,4.5,113,http://www.tripadvisor.com/Restaurant_Review-g293917-d1090806-Reviews-Arcobaleno_Italian_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/01/5f/43/66/arcobaleno-italian-restaurant.jpg
200,Rak Thanam Restaurant,4,91,http://www.tripadvisor.com/Restaurant_Review-g293917-d4101212-Reviews-Rak_Thanam_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0c/6c/6a/58/rak-thanam-restaurant.jpg
201,Sunisa's Coffee House,5,21,http://www.tripadvisor.com/Restaurant_Review-g293917-d12726101-Reviews-Sunisa_s_Coffee_House-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/11/ad/41/e0/sunisa.jpg
202,AIKU Bar & Restaurant,4.5,93,http://www.tripadvisor.com/Restaurant_Review-g293917-d10374547-Reviews-AIKU_Bar_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0b/94/21/81/aiku-japanese-bar-restaurant.jpg
203,Latest Recipe,4.5,154,http://www.tripadvisor.com/Restaurant_Review-g293917-d2391067-Reviews-Latest_Recipe-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/03/d6/07/17/latest-recipe.jpg
204,Coffee Bug,4.5,40,http://www.tripadvisor.com/Restaurant_Review-g293917-d2040045-Reviews-Coffee_Bug-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/51/0b/88/can-eat-thai-food-at.jpg
205,The Wall Restaurant,4.5,43,http://www.tripadvisor.com/Restaurant_Review-g293917-d3516103-Reviews-The_Wall_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/0a/7f/3a/70/khao-soi.jpg
206,Goodsouls,5,14,http://www.tripadvisor.com/Restaurant_Review-g293917-d13293361-Reviews-Goodsouls-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/11/93/ab/9b/goodsouls.jpg
207,Fresh&Wraps; Restobar,4.5,132,http://www.tripadvisor.com/Restaurant_Review-g293917-d5854778-Reviews-Fresh_Wraps_Restobar-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/06/18/16/19/fresh-wraps.jpg
208,Same Same But Different,4.5,26,http://www.tripadvisor.com/Restaurant_Review-g293917-d11867512-Reviews-Same_Same_But_Different-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/10/79/94/d2/good-combination.jpg
209,Peeyai Restaurant,5,25,http://www.tripadvisor.com/Restaurant_Review-g293917-d7806491-Reviews-Peeyai_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/07/89/10/e7/peeyai-restaurant.jpg
210,KOBQ - Korean Barbecue Restaurant,5,19,http://www.tripadvisor.com/Restaurant_Review-g293917-d12444872-Reviews-KOBQ_Korean_Barbecue_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0f/6f/53/cc/photo1jpg.jpg
211,Pern's Mediterranean Restaurant and Bar,4,137,http://www.tripadvisor.com/Restaurant_Review-g293917-d2213973-Reviews-Pern_s_Mediterranean_Restaurant_and_Bar-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/92/ff/bd/pern-s-mediterranean.jpg
212,THC Rooftop Bar,4,173,http://www.tripadvisor.com/Restaurant_Review-g293917-d1552348-Reviews-THC_Rooftop_Bar-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/bc/ed/d7/photo0jpg.jpg
