,Restaurant Name,Ratings,No of Reviews,Review URL,Image URL
322,Be Beez Cafe & Guesthouse,4.5,33,http://www.tripadvisor.com/Restaurant_Review-g293917-d5029628-Reviews-Be_Beez_Cafe_Guesthouse-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/06/16/b6/46/be-beez-cafe-guesthouse.jpg
323,The Tea Tree Cafe,4.5,41,http://www.tripadvisor.com/Restaurant_Review-g293917-d4750174-Reviews-The_Tea_Tree_Cafe-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/d7/41/c5/the-tea-tree-s-signature.jpg
324,Huen Ka Jao Restaurant,4.5,17,http://www.tripadvisor.com/Restaurant_Review-g293917-d3704149-Reviews-Huen_Ka_Jao_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/07/c4/69/89/entrance-to-huen-ka-jao.jpg
325,Spices & Herbs Restaurant,4.5,47,http://www.tripadvisor.com/Restaurant_Review-g293917-d8833365-Reviews-Spices_Herbs_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/09/a4/55/b3/spices-herbs-restaurant.jpg
326,Cooking love @ BB Mantra Hotel,4,64,http://www.tripadvisor.com/Restaurant_Review-g293917-d7008540-Reviews-Cooking_love_BB_Mantra_Hotel-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/06/6c/cf/26/cooking-love-bb-mantra.jpg
327,Kafe 1985,4.5,30,http://www.tripadvisor.com/Restaurant_Review-g293917-d8743764-Reviews-Kafe_1985-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/0a/35/d1/ac/kafe-1985.jpg
328,Ole Gourmet Mexican,4,73,http://www.tripadvisor.com/Restaurant_Review-g293917-d8838072-Reviews-Ole_Gourmet_Mexican-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/09/c8/53/ec/photo0jpg.jpg
329,Pa-Khao,5,13,http://www.tripadvisor.com/Restaurant_Review-g293917-d11895213-Reviews-Pa_Khao-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/e5/b7/7e/caption.jpg
330,The Pagoda Bistro & Bar,5,12,http://www.tripadvisor.com/Restaurant_Review-g293917-d10085905-Reviews-The_Pagoda_Bistro_Bar-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0c/dd/e9/e1/the-best-northern-thai.jpg
331,Gekko Garden,4,289,http://www.tripadvisor.com/Restaurant_Review-g293917-d1372164-Reviews-Gekko_Garden-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/01/b4/14/a5/eating-area.jpg
332,Hear Tong Food Shop,4.5,22,http://www.tripadvisor.com/Restaurant_Review-g293917-d9681451-Reviews-Hear_Tong_Food_Shop-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0a/8b/3e/95/exterior-del-local.jpg
333,Khunchurn Thai Vegetarian Cuisine,4,134,http://www.tripadvisor.com/Restaurant_Review-g293917-d1717891-Reviews-Khunchurn_Thai_Vegetarian_Cuisine-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/01/e2/cb/d2/khun-churn.jpg
334,Satesinlp Restaurant,4.5,72,http://www.tripadvisor.com/Restaurant_Review-g293917-d1977838-Reviews-Satesinlp_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/01/e2/ca/38/the-pond.jpg
335,Barfry,4.5,35,http://www.tripadvisor.com/Restaurant_Review-g293917-d2052371-Reviews-Barfry-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0c/48/ee/e7/tasty-nibbles-with-wine.jpg
336,Peshawar Restaurant,4.5,17,http://www.tripadvisor.com/Restaurant_Review-g293917-d9457780-Reviews-Peshawar_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/92/84/67/photo3jpg.jpg
337,Tidmor,4.5,22,http://www.tripadvisor.com/Restaurant_Review-g293917-d8745786-Reviews-Tidmor-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/09/ce/1d/ef/shop-atmosphere.jpg
338,PALEO Cuisine,5,7,http://www.tripadvisor.com/Restaurant_Review-g293917-d13322096-Reviews-PALEO_Cuisine-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/11/b4/39/f0/view-from-outside.jpg
339,Cainito Homemade Restaurant,4,65,http://www.tripadvisor.com/Restaurant_Review-g293917-d7717112-Reviews-Cainito_Homemade_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/07/60/92/8d/cainito-homemade-restaurant.jpg
340,Hot Chilli,3.5,910,http://www.tripadvisor.com/Restaurant_Review-g293917-d1569933-Reviews-Hot_Chilli-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0b/fe/e6/16/hor-mok-ma-praw-oon-a.jpg
341,Cerebrum&Friends;,4.5,36,http://www.tripadvisor.com/Restaurant_Review-g293917-d8464690-Reviews-Cerebrum_Friends-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/08/ca/de/bc/cerebrum-friends.jpg
342,Smiley Kitchen,4.5,26,http://www.tripadvisor.com/Restaurant_Review-g293917-d3720868-Reviews-Smiley_Kitchen-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/03/3f/a8/f0/smiley-kitchen.jpg
343,Choei Cafe and Bistro,4.5,10,http://www.tripadvisor.com/Restaurant_Review-g293917-d12792631-Reviews-Choei_Cafe_and_Bistro-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/10/6e/0b/e5/come-and-visit-choei.jpg
344,Chiang Dao Nest 1 Restaurant,4.5,41,http://www.tripadvisor.com/Restaurant_Review-g293917-d3713870-Reviews-Chiang_Dao_Nest_1_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/ce/79/7d/caption.jpg
345,Green Chilli,4,49,http://www.tripadvisor.com/Restaurant_Review-g293917-d10446838-Reviews-Green_Chilli-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0b/e0/dd/26/mixed-seafood-grilled.jpg
346,North Hill's Mix Restaurant and Bar,4.5,30,http://www.tripadvisor.com/Restaurant_Review-g293917-d9821009-Reviews-North_Hill_s_Mix_Restaurant_and_Bar-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0a/13/40/5a/getlstd-property-photo.jpg
347,German Beer Garden,4,54,http://www.tripadvisor.com/Restaurant_Review-g293917-d9583012-Reviews-German_Beer_Garden-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/09/e8/3f/87/photo1jpg.jpg
348,The Higher Room Restaurant,4.5,26,http://www.tripadvisor.com/Restaurant_Review-g293917-d3710652-Reviews-The_Higher_Room_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/06/cb/03/94/outdoor-seatview.jpg
349,Nana Bakery,4,24,http://www.tripadvisor.com/Restaurant_Review-g293917-d10796183-Reviews-Nana_Bakery-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/f9/ab/2a/french-omelette-with.jpg
350,Khaotok Cuisine,5,10,http://www.tripadvisor.com/Restaurant_Review-g293917-d10459119-Reviews-Khaotok_Cuisine-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/05/75/8a/kanom-jeen-nam-ngeaw.jpg
351,Kelly's Fish & Chips,4.5,35,http://www.tripadvisor.com/Restaurant_Review-g293917-d7173252-Reviews-Kelly_s_Fish_Chips-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/06/c7/0a/a0/getlstd-property-photo.jpg
352,Barneo Dessert Bar,4.5,14,http://www.tripadvisor.com/Restaurant_Review-g293917-d10518576-Reviews-Barneo_Dessert_Bar-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0d/aa/b2/9e/patio.jpg
353,Solao,4,51,http://www.tripadvisor.com/Restaurant_Review-g293917-d3711433-Reviews-Solao-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0f/03/8e/5f/photo4jpg.jpg
354,Coffee Telling,5,9,http://www.tripadvisor.com/Restaurant_Review-g293917-d12143140-Reviews-Coffee_Telling-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/6b/fd/87/coffee-telling.jpg
355,Churn,4.5,20,http://www.tripadvisor.com/Restaurant_Review-g293917-d8692504-Reviews-Churn-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/7c/4d/b5/photo0jpg.jpg
356,Librarista,4,62,http://www.tripadvisor.com/Restaurant_Review-g293917-d6016296-Reviews-Librarista-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/09/09/51/e1/librarista.jpg
357,Anchan Noodle,4,48,http://www.tripadvisor.com/Restaurant_Review-g293917-d9586289-Reviews-Anchan_Noodle-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0a/42/6b/2f/photo0jpg.jpg
358,Mama Restaurant,4.5,38,http://www.tripadvisor.com/Restaurant_Review-g293917-d3967478-Reviews-Mama_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/03/9e/cf/54/ma-restaurant.jpg
359,Blue Mango,4,86,http://www.tripadvisor.com/Restaurant_Review-g293917-d3666339-Reviews-Blue_Mango-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0c/81/fa/dc/20160813-160438-largejpg.jpg
360,Le Frenchie,4.5,20,http://www.tripadvisor.com/Restaurant_Review-g293917-d11865254-Reviews-Le_Frenchie-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/d7/d0/39/le-frenchie.jpg
361,Jagajee,4.5,48,http://www.tripadvisor.com/Restaurant_Review-g293917-d3170387-Reviews-Jagajee-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/02/7a/13/48/filename-17-jpg-thumbnail0.jpg
362,Ai Tomoe Japanese Food,4.5,14,http://www.tripadvisor.com/Restaurant_Review-g293917-d12035971-Reviews-Ai_Tomoe_Japanese_Food-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/30/8b/02/best-japanese-food-in.jpg
363,Hungry Bird,5,9,http://www.tripadvisor.com/Restaurant_Review-g293917-d12878868-Reviews-Hungry_Bird-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/10/89/b5/3e/getlstd-property-photo.jpg
364,Mon Nom Sod,4,39,http://www.tripadvisor.com/Restaurant_Review-g293917-d3743834-Reviews-Mon_Nom_Sod-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/09/25/3d/46/caption.jpg
365,Le Meridien Hotel Restaurant,4.5,37,http://www.tripadvisor.com/Restaurant_Review-g293917-d4829105-Reviews-Le_Meridien_Hotel_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/09/6c/5b/c1/le-meridien-hotel-restaurant.jpg
366,Ghia's Kitchen,4.5,14,http://www.tripadvisor.com/Restaurant_Review-g293917-d12065080-Reviews-Ghia_s_Kitchen-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0f/65/b6/42/photo0jpg.jpg
367,Garibaldis Brasserie,5,6,http://www.tripadvisor.com/Restaurant_Review-g293917-d13321985-Reviews-Garibaldis_Brasserie-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/11/90/82/59/chiang-mai.jpg
368,Cats Station Cafe,5,7,http://www.tripadvisor.com/Restaurant_Review-g293917-d12572714-Reviews-Cats_Station_Cafe-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0f/93/89/0e/getlstd-property-photo.jpg
369,RodYiam Beef Noodle,5,18,http://www.tripadvisor.com/Restaurant_Review-g293917-d7817547-Reviews-RodYiam_Beef_Noodle-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/b9/09/01/20170321-123724-largejpg.jpg
370,Uno Pizza Italy & Thai Food Restaurant,4,37,http://www.tripadvisor.com/Restaurant_Review-g293917-d10488502-Reviews-Uno_Pizza_Italy_Thai_Food_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0b/b2/24/8c/getlstd-property-photo.jpg
371,Somtum House,4.5,18,http://www.tripadvisor.com/Restaurant_Review-g293917-d9858748-Reviews-Somtum_House-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0f/96/46/fe/photo4jpg.jpg
372,Noklae Sukothai Noodles,4.5,17,http://www.tripadvisor.com/Restaurant_Review-g293917-d8564185-Reviews-Noklae_Sukothai_Noodles-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/09/5b/89/2f/noklae-sukothai-noodles.jpg
373,Small House Kafe,5,19,http://www.tripadvisor.com/Restaurant_Review-g293917-d6707259-Reviews-Small_House_Kafe-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/09/6a/fb/a8/small-house-kafe.jpg
374,"German Beer House ""Green Fox""",4.5,73,http://www.tripadvisor.com/Restaurant_Review-g293917-d4758052-Reviews-German_Beer_House_Green_Fox-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/07/cc/1e/74/the-view-out-towards.jpg
375,The Meeting Room Art Cafe,4.5,120,http://www.tripadvisor.com/Restaurant_Review-g293917-d2590203-Reviews-The_Meeting_Room_Art_Cafe-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0f/5d/e6/b2/the-meeting-room-art.jpg
376,Tab Tim-Krob Restaurant,4.5,38,http://www.tripadvisor.com/Restaurant_Review-g293917-d4242660-Reviews-Tab_Tim_Krob_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/09/65/1a/da/20151101-164301-largejpg.jpg
377,Khun Mor Cuisine,3.5,123,http://www.tripadvisor.com/Restaurant_Review-g293917-d3176964-Reviews-Khun_Mor_Cuisine-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/03/0d/60/d6/fried-tofu-and-mushroom.jpg
378,Khao Soi House,4,22,http://www.tripadvisor.com/Restaurant_Review-g293917-d3176928-Reviews-Khao_Soi_House-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/10/e4/f1/e2/photo0jpg.jpg
379,Swensen's,4.5,13,http://www.tripadvisor.com/Restaurant_Review-g293917-d7618984-Reviews-Swensen_s-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/26/f4/f7/c360-2017-01-14-14-49.jpg
380,My Vietnamese food,4,49,http://www.tripadvisor.com/Restaurant_Review-g293917-d2716412-Reviews-My_Vietnamese_food-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0b/c3/4a/9e/my-vietnamese-food.jpg
381,Sizzler - Central Airport Plaza,4,31,http://www.tripadvisor.com/Restaurant_Review-g293917-d6017660-Reviews-Sizzler_Central_Airport_Plaza-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0c/f3/f6/c3/sizzler-central-airport.jpg
382,Arno's Chiang Mai,4,20,http://www.tripadvisor.com/Restaurant_Review-g293917-d12851450-Reviews-Arno_s_Chiang_Mai-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/10/c6/14/2c/dry-aged-burger.jpg
383,Ai Sushi,4,69,http://www.tripadvisor.com/Restaurant_Review-g293917-d6468271-Reviews-Ai_Sushi-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/08/7a/c2/05/ai-sushi.jpg
384,Drinksmith,4.5,9,http://www.tripadvisor.com/Restaurant_Review-g293917-d12813062-Reviews-Drinksmith-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/10/54/c5/a3/dedicated-cafe-and-bar.jpg
385,The Volcano,4,39,http://www.tripadvisor.com/Restaurant_Review-g293917-d5482472-Reviews-The_Volcano-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/04/cc/bc/a7/the-volcano.jpg
386,Cafe DinDee,4,33,http://www.tripadvisor.com/Restaurant_Review-g293917-d4711416-Reviews-Cafe_DinDee-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0c/4a/59/0b/photo0jpg.jpg
387,Flour Flour,4.5,11,http://www.tripadvisor.com/Restaurant_Review-g293917-d11875114-Reviews-Flour_Flour-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0f/77/d8/ea/received-10213356209120662.jpg
388,Little Pork,5,14,http://www.tripadvisor.com/Restaurant_Review-g293917-d10484377-Reviews-Little_Pork-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0b/c7/b0/cc/little-pork-noodle.jpg
389,Hello Solao,4.5,25,http://www.tripadvisor.com/Restaurant_Review-g293917-d8423833-Reviews-Hello_Solao-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/08/f1/17/2a/hello-solao.jpg
390,Thevaros Thai Restaurant,4,45,http://www.tripadvisor.com/Restaurant_Review-g293917-d9835285-Reviews-Thevaros_Thai_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0a/53/f9/1e/photo0jpg.jpg
391,Somewhere Espresso,4.5,7,http://www.tripadvisor.com/Restaurant_Review-g293917-d12690268-Reviews-Somewhere_Espresso-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/10/56/ff/5b/somewhere-espresso.jpg
392,Coffee Lab Cafe & Roastery,4.5,20,http://www.tripadvisor.com/Restaurant_Review-g293917-d9865726-Reviews-Coffee_Lab_Cafe_Roastery-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/0a/7a/3b/99/through-the-sign.jpg
393,Baan NaNa Thai Cusine & Guesthouse,4,46,http://www.tripadvisor.com/Restaurant_Review-g293917-d5890128-Reviews-Baan_NaNa_Thai_Cusine_Guesthouse-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/05/2b/8d/39/getlstd-property-photo.jpg
394,Fujian,4,75,http://www.tripadvisor.com/Restaurant_Review-g293917-d1982998-Reviews-Fujian-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/03/3c/54/5e/fujian.jpg
395,Le Brunch,4.5,14,http://www.tripadvisor.com/Restaurant_Review-g293917-d9763928-Reviews-Le_Brunch-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0a/69/24/9e/20160213-114309-largejpg.jpg
396,Gai's Thai Cafe,4,27,http://www.tripadvisor.com/Restaurant_Review-g293917-d6999650-Reviews-Gai_s_Thai_Cafe-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/08/01/99/fc/gai-s-thai-cafe.jpg
397,Glass Bar & Kitchen,5,9,http://www.tripadvisor.com/Restaurant_Review-g293917-d12328691-Reviews-Glass_Bar_Kitchen-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0f/27/ee/9f/sit-back-watch-the-game.jpg
398,Yok Fa,4.5,27,http://www.tripadvisor.com/Restaurant_Review-g293917-d1131012-Reviews-Yok_Fa-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0c/bb/c4/f4/photo0jpg.jpg
399,Eat on Earth Restaurant and Bakery,4,35,http://www.tripadvisor.com/Restaurant_Review-g293917-d6450739-Reviews-Eat_on_Earth_Restaurant_and_Bakery-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/05/a3/e2/af/eat-on-earth-restaurant.jpg
400,Mac Cafe,4.5,15,http://www.tripadvisor.com/Restaurant_Review-g293917-d8870989-Reviews-Mac_Cafe-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/11/00/dc/1c/mac-cafe.jpg
401,Vikings Jungle,4.5,17,http://www.tripadvisor.com/Restaurant_Review-g293917-d8787508-Reviews-Vikings_Jungle-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/09/7b/14/a2/giant-burgers.jpg
402,Crazy Noodles,4.5,15,http://www.tripadvisor.com/Restaurant_Review-g293917-d12166477-Reviews-Crazy_Noodles-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/a9/5f/c7/caption.jpg
403,Kradas Cafe,4,13,http://www.tripadvisor.com/Restaurant_Review-g293917-d10432799-Reviews-Kradas_Cafe-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/a4/f0/00/photo3jpg.jpg
404,Khao Soi Sirichai,4.5,21,http://www.tripadvisor.com/Restaurant_Review-g293917-d9727900-Reviews-Khao_Soi_Sirichai-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0a/07/46/b1/khao-soi-sirichai.jpg
405,Jasmine Restaurant,4,36,http://www.tripadvisor.com/Restaurant_Review-g293917-d2711314-Reviews-Jasmine_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0f/38/f4/1b/jasmine-restaurant.jpg
406,Pongyang Angdoi Restaurant,4,67,http://www.tripadvisor.com/Restaurant_Review-g293917-d3709906-Reviews-Pongyang_Angdoi_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/10/4d/78/60/rainy-days.jpg
407,Deba Osaka Style,5,11,http://www.tripadvisor.com/Restaurant_Review-g293917-d10701084-Reviews-Deba_Osaka_Style-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/8d/41/7b/sashimi-special-and-grilled.jpg
408,Yaring Cuisine,5,9,http://www.tripadvisor.com/Restaurant_Review-g293917-d9835781-Reviews-Yaring_Cuisine-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0a/9c/89/8b/thai-halal-noodles.jpg
409,Pordee Cafe & Bistro,5,6,http://www.tripadvisor.com/Restaurant_Review-g293917-d12148713-Reviews-Pordee_Cafe_Bistro-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/63/fb/5e/getlstd-property-photo.jpg
410,Umakutegoukyura-men,4,32,http://www.tripadvisor.com/Restaurant_Review-g293917-d10438641-Reviews-Umakutegoukyura_men-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0b/a7/e5/35/umakutegoukyura-men.jpg
411,Ninja Ramen Japanese Restaurant,4.5,23,http://www.tripadvisor.com/Restaurant_Review-g293917-d7193897-Reviews-Ninja_Ramen_Japanese_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/07/4f/c5/76/fried-chicken.jpg
412,Beer Lab,3.5,101,http://www.tripadvisor.com/Restaurant_Review-g293917-d8429258-Reviews-Beer_Lab-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/08/c3/93/ff/beer-lab.jpg
413,Chez Khao Soi,4.5,27,http://www.tripadvisor.com/Restaurant_Review-g293917-d5521425-Reviews-Chez_Khao_Soi-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/79/59/9d/photo0jpg.jpg
414,Somtam Udon,4.5,20,http://www.tripadvisor.com/Restaurant_Review-g293917-d8866496-Reviews-Somtam_Udon-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/0a/25/89/1a/photo2jpg.jpg
415,Ben's Cocktail Bar,4.5,40,http://www.tripadvisor.com/Restaurant_Review-g293917-d4572491-Reviews-Ben_s_Cocktail_Bar-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/06/1f/46/21/good-atmosphere-everyone.jpg
416,The Old Place No.89,4,79,http://www.tripadvisor.com/Restaurant_Review-g293917-d7222292-Reviews-The_Old_Place_No_89-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/06/ec/c7/13/the-old-place-no89.jpg
417,Number 1 Bistro / Cafe,4,74,http://www.tripadvisor.com/Restaurant_Review-g293917-d1638374-Reviews-Number_1_Bistro_Cafe-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/03/d6/b9/21/number-1-cafe-bistro.jpg
418,Namton's House Bar,4.5,30,http://www.tripadvisor.com/Restaurant_Review-g293917-d8731606-Reviews-Namton_s_House_Bar-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/09/65/64/9e/20151101-221322-largejpg.jpg
419,48Garage,4,61,http://www.tripadvisor.com/Restaurant_Review-g293917-d7645396-Reviews-48Garage-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/07/57/66/c5/cool-beans.jpg
420,Thai 1 On Bar & Grill,4,60,http://www.tripadvisor.com/Restaurant_Review-g293917-d3170341-Reviews-Thai_1_On_Bar_Grill-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/03/34/0b/0a/thai-1-on.jpg
421,Puang Thong Restaurant,4.5,15,http://www.tripadvisor.com/Restaurant_Review-g293917-d6527712-Reviews-Puang_Thong_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/05/c1/1e/dd/puangtong-restaurant.jpg
422,Regina Restaurant,4,86,http://www.tripadvisor.com/Restaurant_Review-g293917-d5961382-Reviews-Regina_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/05/4e/1b/ea/regina.jpg
423,Khaosoi Lamduan faham,4,32,http://www.tripadvisor.com/Restaurant_Review-g293917-d3711893-Reviews-Khaosoi_Lamduan_faham-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/03/50/99/e3/nam-ngiao-noodle-soup.jpg
424,Flavour Cafe,5,5,http://www.tripadvisor.com/Restaurant_Review-g293917-d10789504-Reviews-Flavour_Cafe-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/10/bf/ff/86/flavour-cafe.jpg
425,The Glasshouse,4,91,http://www.tripadvisor.com/Restaurant_Review-g293917-d3729179-Reviews-The_Glasshouse-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/03/48/52/bc/the-glasshouse.jpg
426,Success Italian Food,4.5,36,http://www.tripadvisor.com/Restaurant_Review-g293917-d3169196-Reviews-Success_Italian_Food-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0f/22/22/9c/2.jpg
427,Ohmelicious Cafe,4.5,6,http://www.tripadvisor.com/Restaurant_Review-g293917-d12001304-Reviews-Ohmelicious_Cafe-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0f/3f/56/4a/delicious-brunch-is-here.jpg
428,Kham Saen Restaurant,4.5,6,http://www.tripadvisor.com/Restaurant_Review-g293917-d3494534-Reviews-Kham_Saen_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/09/d3/62/1d/photo0jpg.jpg
429,Fuji japanese restaurant,4,70,http://www.tripadvisor.com/Restaurant_Review-g293917-d4579489-Reviews-Fuji_japanese_restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/04/86/e6/f5/set.jpg
430,Coffee Corner Kitchen,4.5,21,http://www.tripadvisor.com/Restaurant_Review-g293917-d7798934-Reviews-Coffee_Corner_Kitchen-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/07/8b/a7/e4/coffee-corner-kitchen.jpg
431,Thai european food and bar,4,51,http://www.tripadvisor.com/Restaurant_Review-g293917-d1760422-Reviews-Thai_european_food_and_bar-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/06/09/5c/f9/thai-european-food-and.jpg
432,esan - cafe,4,40,http://www.tripadvisor.com/Restaurant_Review-g293917-d8442473-Reviews-Esan_cafe-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/08/ae/96/94/photo0jpg.jpg
